Escola,Sexo,idade,TP_Moradia,Tamanho_Familia,Situacao_Pais,Educacao_Mae,Educacao_Pai,Trabalho_Mae,Trabalho_Pai,Motivo_Escolha_Escolar,Responsavel_Legal,Tempo_ida_Escola,Tempo_Estudo_Semanal,Apoio_Educacao_Extra,Apoio_Educacao_Pais,Aulas_Particulares,Ativ_Extracurricular,Frequentou_Creche,Quer_Fazer_Graduacao,Tem_Internet,Esta_Namorando,Boa_Convivencia_Familia,Tempo_Livre_Apos_Escola,Tempo_com_Amigos,Alcool_Dia_Util,Alcool_Fim_Semana,Estado_Saude,Falta_Escolar,Nota_1Semestre,Nota_2Semestre
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,other,other,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Sim,Não,Sim,Não,Bom,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Razoavel,14,8,7
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,Do Lar,Preferência pelo Curso,Outro,Até 15 min,"Até 2h,",Não,Sim,Não,Sim,Não,Não,Sim,Sim,Bom,Alto,Moderado,Baixo,Baixo,Muito Ruim,26,7,8
Gabriel Pereira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Professor,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Sim,Não,Sim,Sim,Não,Bom,Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Bom,6,10,8
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,other,other,Preferência pelo Curso,Pai,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Não,Não,Excelente,Alto,Baixo,Muito Baixo,Muito Baixo,Razoavel,4,14,14
Gabriel Pereira,Mulher,17,Urbano,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Do Lar,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Bom,Moderado,Baixo,Muito Baixo,Baixo,Bom,10,11,10
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Não,Sim,Não,Excelente,Moderado,Muito Alto,Muito Baixo,Baixo,Muito Bom,4,12,11
Gabriel Pereira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Do Lar,Serviços,Preferência pelo Curso,Mãe,30 min a 1h,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Não,Não,Ruim,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Razoavel,2,13,13
Gabriel Pereira,Mulher,17,Rural,Até 3,Separados,Ensino Fundamental 1,Ensino Superior,other,other,Preferência pelo Curso,Outro,Mais de 1h,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Não,Excelente,Muito Alto,Alto,Muito Baixo,Muito Baixo,Muito Bom,14,9,9
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,Serviços,Reputação,Pai,Até 15 min,2 a 5h,Não,Não,Não,Não,Sim,Não,Sim,Não,Excelente,Muito Alto,Alto,Moderado,Muito Alto,Ruim,16,8,7
Gabriel Pereira,Mulher,17,Urbano,Até 3,Separados,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Perto de Casa,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Não,Não,Não,Sim,Não,Razoavel,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Ruim,8,11,9
Gabriel Pereira,Mulher,17,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Preferência pelo Curso,Mãe,15 a 30 min,5 a 10h,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Moderado,Muito Bom,4,15,14
Gabriel Pereira,Mulher,17,Urbano,Até 3,Separados,Ensino Superior,Ensino Fundamental 2,Professor,other,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Bom,Moderado,Baixo,Muito Baixo,Muito Baixo,Bom,4,15,14
Gabriel Pereira,Homem,17,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Médio,Saúde,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Ruim,Muito Alto,Muito Alto,Muito Baixo,Alto,Muito Bom,8,15,15
Gabriel Pereira,Homem,17,Rural,Até 3,Separados,Ensino Superior,Ensino Superior,Professor,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Razoavel,Moderado,Moderado,Baixo,Moderado,Bom,0,12,12
Gabriel Pereira,Homem,16,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Médio,Professor,other,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Sim,Não,Sim,Sim,Não,Excelente,Alto,Muito Alto,Muito Baixo,Muito Baixo,Razoavel,7,14,14
Gabriel Pereira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Serviços,Serviços,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Excelente,Moderado,Baixo,Muito Baixo,Baixo,Muito Bom,4,14,15
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Serviços,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Excelente,Moderado,Muito Baixo,Muito Baixo,Alto,Muito Bom,2,11,11
Gabriel Pereira,Homem,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Perto de Casa,Pai,15 a 30 min,5 a 10h,Não,Não,Não,Não,Não,Sim,Sim,Sim,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Muito Ruim,2,13,14
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Serviços,other,Perto de Casa,Mãe,15 a 30 min,5 a 10h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Baixo,Baixo,Baixo,Moderado,Muito Bom,10,11,11
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Sim,Não,Não,Não,Não,Sim,Não,Sim,Bom,Moderado,Baixo,Muito Baixo,Muito Baixo,Bom,10,10,9
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Preferência pelo Curso,Outro,15 a 30 min,5 a 10h,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Bom,Alto,Alto,Muito Baixo,Muito Baixo,Razoavel,10,12,10
Gabriel Pereira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Preferência pelo Curso,Mãe,30 min a 1h,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Bom,7,15,16
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,Serviços,Preferência pelo Curso,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Não,Não,Bom,Moderado,Alto,Muito Baixo,Baixo,Muito Bom,4,11,10
Gabriel Pereira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,other,other,Preferência pelo Curso,Pai,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Sim,Não,Excelente,Baixo,Baixo,Muito Baixo,Muito Baixo,Ruim,2,9,12
Gabriel Pereira,Homem,22,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 1,Serviços,Serviços,Outro,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Não,Não,Sim,Sim,Excelente,Alto,Muito Alto,Muito Alto,Muito Alto,Muito Ruim,12,7,8
Gabriel Pereira,Homem,18,Rural,Até 3,Morando Juntos,Ensino Médio,Ensino Médio,other,Serviços,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Moderado,Moderado,Muito Baixo,Moderado,Muito Bom,8,10,9
Gabriel Pereira,Homem,16,Urbano,Acima de 3,Morando Juntos,Nenhuma,Ensino Fundamental 2,other,other,Outro,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Não,Sim,Sim,Não,Bom,Moderado,Baixo,Baixo,Alto,Muito Bom,0,11,12
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,Serviços,other,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Sim,Não,Sim,Não,Bom,Alto,Muito Alto,Baixo,Alto,Muito Bom,8,7,8
Gabriel Pereira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Do Lar,other,Reputação,Outro,30 min a 1h,2 a 5h,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Excelente,Moderado,Moderado,Muito Baixo,Moderado,Ruim,4,9,11
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Serviços,Serviços,Outro,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Não,Não,Sim,Não,Razoavel,Baixo,Muito Alto,Baixo,Muito Alto,Muito Bom,4,7,8
Gabriel Pereira,Homem,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Sim,Não,Sim,Não,Não,Razoavel,Moderado,Baixo,Muito Baixo,Moderado,Razoavel,2,14,13
Gabriel Pereira,Homem,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Não,Sim,Sim,Não,Bom,Alto,Baixo,Baixo,Alto,Muito Bom,0,12,12
Gabriel Pereira,Homem,17,Urbano,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Saúde,other,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Alto,Alto,Muito Baixo,Baixo,Muito Bom,0,9,10
Gabriel Pereira,Mulher,18,Urbano,Até 3,Separados,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Bom,Moderado,Alto,Muito Baixo,Moderado,Muito Bom,2,12,12
Gabriel Pereira,Mulher,17,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Fundamental 2,Professor,Serviços,Reputação,Mãe,Até 15 min,Mais de 10h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Baixo,Moderado,Muito Baixo,Muito Baixo,Bom,2,14,15
Gabriel Pereira,Mulher,19,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,Serviços,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Muito Bom,0,10,10
Gabriel Pereira,Homem,18,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Serviços,other,Preferência pelo Curso,Mãe,30 min a 1h,2 a 5h,Não,Não,Não,Sim,Não,Não,Sim,Não,Bom,Alto,Muito Alto,Alto,Alto,Muito Bom,4,11,10
Gabriel Pereira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Moderado,Alto,Muito Baixo,Moderado,Muito Bom,2,11,12
Gabriel Pereira,Mulher,18,Urbano,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,Do Lar,Perto de Casa,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Não,Não,Sim,Não,Não,Bom,Alto,Moderado,Baixo,Moderado,Razoavel,4,11,12
Gabriel Pereira,Mulher,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Sim,Não,Não,Não,Sim,Sim,Não,Não,Razoavel,Baixo,Moderado,Muito Baixo,Muito Baixo,Muito Bom,4,11,11
Gabriel Pereira,Homem,19,Urbano,Até 3,Separados,Ensino Superior,Ensino Médio,Serviços,Do Lar,Reputação,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Moderado,Muito Baixo,Muito Baixo,Muito Baixo,Muito Ruim,4,11,13
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Excelente,Baixo,Alto,Muito Baixo,Baixo,Bom,2,16,16
Gabriel Pereira,Homem,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,Serviços,Outro,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Não,Não,Não,Não,Excelente,Baixo,Baixo,Muito Baixo,Muito Baixo,Bom,0,9,10
Gabriel Pereira,Mulher,17,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,Serviços,Preferência pelo Curso,Pai,Até 15 min,Mais de 10h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Razoavel,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Ruim,2,10,11
Gabriel Pereira,Mulher,20,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Preferência pelo Curso,Outro,15 a 30 min,2 a 5h,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Muito Ruim,Baixo,Moderado,Muito Baixo,Baixo,Ruim,8,10,12
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Médio,Serviços,other,Perto de Casa,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Razoavel,Muito Baixo,Baixo,Muito Baixo,Moderado,Ruim,2,15,15
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Médio,Professor,other,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Não,Sim,Sim,Não,Bom,Moderado,Baixo,Muito Baixo,Muito Baixo,Razoavel,2,10,10
Gabriel Pereira,Homem,18,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Não,Não,Sim,Não,Sim,Não,Não,Excelente,Moderado,Baixo,Muito Baixo,Muito Baixo,Razoavel,2,10,11
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,other,other,Perto de Casa,Mãe,Até 15 min,5 a 10h,Não,Não,Não,Sim,Não,Sim,Não,Não,Razoavel,Baixo,Moderado,Muito Baixo,Muito Baixo,Bom,2,15,12
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Do Lar,Serviços,Perto de Casa,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Razoavel,0,11,12
Gabriel Pereira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Perto de Casa,Pai,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Sim,Não,Sim,Não,Bom,Alto,Alto,Baixo,Moderado,Bom,8,8,8
Gabriel Pereira,Homem,18,Rural,Até 3,Separados,Ensino Médio,Ensino Superior,other,other,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Baixo,Muito Alto,Moderado,Alto,Muito Ruim,6,15,16
Gabriel Pereira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 1,Serviços,other,Outro,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Excelente,Alto,Alto,Moderado,Alto,Muito Bom,0,11,11
Gabriel Pereira,Mulher,18,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,other,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Bom,Moderado,Alto,Baixo,Baixo,Bom,8,10,11
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Fundamental 2,Saúde,other,Reputação,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Excelente,Alto,Muito Alto,Muito Baixo,Moderado,Muito Bom,4,10,12
Gabriel Pereira,Mulher,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Bom,Moderado,Muito Alto,Muito Baixo,Baixo,Razoavel,12,8,9
Gabriel Pereira,Mulher,19,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,other,Serviços,Perto de Casa,Outro,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Moderado,Muito Alto,Moderado,Moderado,Muito Bom,16,11,12
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,other,Serviços,Reputação,Pai,Até 15 min,Mais de 10h,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Bom,Muito Alto,Muito Alto,Muito Baixo,Moderado,Ruim,10,16,16
Gabriel Pereira,Mulher,18,Urbano,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Perto de Casa,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Não,Sim,Não,Não,Bom,Alto,Moderado,Muito Baixo,Muito Baixo,Razoavel,2,13,13
Gabriel Pereira,Homem,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,Do Lar,Do Lar,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Razoavel,Muito Alto,Baixo,Baixo,Baixo,Muito Ruim,2,16,17
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Baixo,Muito Alto,Muito Baixo,Baixo,Muito Ruim,8,14,14
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Superior,Do Lar,Saúde,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Muito Ruim,6,15,16
Gabriel Pereira,Mulher,17,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Alto,Alto,Baixo,Moderado,Muito Bom,6,12,12
Gabriel Pereira,Mulher,18,Rural,Acima de 3,Separados,Ensino Médio,Ensino Fundamental 2,other,Serviços,Perto de Casa,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Não,Não,Não,Sim,Sim,Bom,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Bom,15,12,9
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Serviços,Perto de Casa,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Sim,Não,Razoavel,Baixo,Alto,Muito Baixo,Alto,Razoavel,6,11,12
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Saúde,Saúde,Reputação,Pai,Até 15 min,2 a 5h,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Ruim,Alto,Alto,Muito Baixo,Muito Baixo,Bom,2,14,12
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,Serviços,Reputação,Pai,30 min a 1h,5 a 10h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Baixo,Moderado,Muito Baixo,Muito Baixo,Muito Ruim,8,13,15
Gabriel Pereira,Mulher,19,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,Serviços,Serviços,Reputação,Pai,Até 15 min,2 a 5h,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Razoavel,Moderado,Moderado,Alto,Moderado,Razoavel,0,9,8
Gabriel Pereira,Homem,18,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Médio,Professor,Serviços,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Sim,Não,Bom,Baixo,Moderado,Muito Baixo,Baixo,Muito Ruim,0,10,10
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,Do Lar,other,Perto de Casa,Outro,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Não,Não,Sim,Não,Razoavel,Alto,Alto,Baixo,Alto,Bom,10,10,10
Gabriel Pereira,Homem,17,Urbano,Até 3,Separados,Ensino Superior,Ensino Fundamental 1,Serviços,other,Perto de Casa,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Bom,Muito Alto,Alto,Baixo,Alto,Muito Bom,22,11,11
Gabriel Pereira,Homem,17,Urbano,Até 3,Separados,Ensino Médio,Ensino Fundamental 2,Professor,Serviços,Perto de Casa,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Sim,Não,Bom,Alto,Alto,Moderado,Alto,Razoavel,18,13,13
Gabriel Pereira,Mulher,18,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Reputação,Mãe,15 a 30 min,Mais de 10h,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Excelente,Baixo,Baixo,Muito Baixo,Muito Baixo,Razoavel,2,17,17
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Perto de Casa,Mãe,15 a 30 min,2 a 5h,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Excelente,Alto,Alto,Muito Baixo,Muito Baixo,Bom,0,12,13
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Não,Sim,Sim,Não,Excelente,Alto,Muito Alto,Muito Baixo,Baixo,Muito Bom,12,12,12
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Bom,Moderado,Muito Baixo,Muito Baixo,Muito Baixo,Muito Bom,10,12,13
Gabriel Pereira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Reputação,Pai,Até 15 min,2 a 5h,Não,Não,Não,Não,Não,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Baixo,Bom,0,12,12
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Do Lar,Do Lar,Outro,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Baixo,Ruim,0,18,18
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Serviços,Professor,Reputação,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Razoavel,0,13,13
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Serviços,Serviços,Reputação,Mãe,Até 15 min,5 a 10h,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Bom,Baixo,Alto,Muito Baixo,Moderado,Ruim,0,14,15
Gabriel Pereira,Homem,18,Urbano,Até 3,Separados,Ensino Superior,Ensino Superior,Professor,Professor,Reputação,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Excelente,Alto,Moderado,Muito Baixo,Muito Baixo,Ruim,0,17,17
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Fundamental 2,Professor,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Bom,Moderado,Baixo,Muito Baixo,Alto,Muito Bom,2,15,16
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Médio,Saúde,Serviços,Reputação,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Baixo,Baixo,Muito Baixo,Baixo,Razoavel,0,17,18
Gabriel Pereira,Mulher,17,Rural,Até 3,Morando Juntos,Ensino Médio,Ensino Fundamental 1,Serviços,other,Reputação,Mãe,15 a 30 min,Mais de 10h,Não,Sim,Não,Não,Sim,Sim,Não,Não,Razoavel,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Razoavel,0,18,19
Gabriel Pereira,Homem,18,Rural,Até 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,Serviços,other,Reputação,Mãe,15 a 30 min,5 a 10h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Excelente,Alto,Baixo,Muito Baixo,Muito Baixo,Bom,0,14,15
Gabriel Pereira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Saúde,other,Perto de Casa,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Alto,Moderado,Muito Baixo,Moderado,Muito Bom,0,14,15
